"stusps","station_id","usaf","wban","station_name","icao","lat","lon","elev_m","statefp","countyfp","county_geoid","county_name","state_name","climate_region","geometry"
"TX","72211253982","722112","53982","FOX STEPHENS FIELD - GILMER MINICIPAL AIRPORT","KJXI",32.699,-94.949,126.5,"48","459","48459","Upshur","Texas","South",c(97974.7939788373, 1070251.3680169)
"TX","72260003969","722600","03969","CLARK FIELD MUNI AIRPORT","KSEP",32.215,-98.178,402.6,"48","143","48143","Erath","Texas","South",c(-204257.474821445, 1018081.72997782)
"TX","99736499999","997364","99999","GALVESTON PIER 21","",29.3,-94.78,0,"48","167","48167","Galveston","Texas","South",c(118580.138581291, 692518.175141079)
"TX","72029153970","720291","53970","MESQUITE METROPOLITAN ARPT","KHQZ",32.747,-96.531,136.3,"48","113","48113","Dallas","Texas","South",c(-49470.9427724525, 1075202.39255412)
"TX","72251712932","722517","12932","ALICE INTERNATIONAL ARPT","KALI",27.741,-98.025,52,"48","249","48249","Jim Wells","Texas","South",c(-200487.077047218, 521507.474490362)
"TX","72077900461","720779","00461","MEXIA LIMESTONE COUNTY AIRPORT","KLXY",31.641,-96.514,166.1,"48","293","48293","Limestone","Texas","South",c(-48553.8559537929, 951926.661632623)
"TX","99999912946","999999","12946","CORPUS CHRISTI CABANISS NAAS","KNGW",27.7,-97.433,9.1,"48","355","48355","Nueces","Texas","South",c(-141949.121265504, 515917.592959617)
"TX","72031503045","720315","03045","PERRYTON OCHILTREE CO ARPT","KPYX",36.414,-100.75,889.4,"48","357","48357","Ochiltree","Texas","South",c(-421868.393106557, 1495650.34675819)
"TX","72080699999","720806","99999","PANOLA CO SHARPE FLD","K4F2",32.176,-94.299,75.6,"48","365","48365","Panola","Texas","South",c(159606.646213707, 1012822.65295005)
"TX","72074200270","720742","00270","FAITH RANCH AIRPORT","KFTN",28.209,-100.019,236.2,"48","127","48127","Dimmit","Texas","South",c(-395631.738815269, 579413.99738452)
"TX","72253612911","722536","12911","RANDOLPH AFB AIRPORT","KRND",29.533,-98.262,221.9,"48","029","48029","Bexar","Texas","South",c(-219229.967616599, 720187.778633572)
"TX","72255412978","722554","12978","FAYETTE RGNL AIR CTR","K3T5",29.908,-96.95,98.8,"48","149","48149","Fayette","Texas","South",c(-91664.1444442194, 759624.568851414)
"TX","72264803031","722648","03031","ODESSA-SCHLEMEYER FLD ARPT","KODO",31.925,-102.387,909.3,"48","135","48135","Ector","Texas","South",c(-600758.234875115, 1003621.27523515)
"TX","72270499999","722704","99999","BIGGS AAF / FT BLISS TEXAS USA","KBIF",31.85,-106.38,1203.4,"48","141","48141","El Paso","Texas","South",c(-976042.466610323, 1028428.2468669)
"TX","72030353973","720303","53973","HEARNE MUNICIPAL AIRPORT","KLHB",30.872,-96.622,86.9,"48","395","48395","Robertson","Texas","South",c(-59315.7045135432, 866427.799108481)
"TX","72261522001","722615","22001","LAUGHLIN AFB AIRPORT","KDLF",29.367,-100.783,329.8,"48","465","48465","Val Verde","Texas","South",c(-464335.510310522, 710868.058036729)
"TX","72446203073","724462","03073","CROCKETT HOUSTON COUNTY AP","KDKR",31.307,-95.404,106.1,"48","225","48225","Houston","Texas","South",c(56532.8657297406, 914794.879393353)
"TX","72104400448","721044","00448","RALPH M HALL ROCKWALL MUNICIPAL AIRPORT","KF46",32.931,-96.435,175.3,"48","397","48397","Rockwall","Texas","South",c(-40433.1417788771, 1095686.38695669)
"TX","72263023034","722630","23034","SAN ANGELO REGIONAL/MATHS FIELD AP","KSJT",31.352,-100.495,582.4,"48","451","48451","Tom Green","Texas","South",c(-425974.902584729, 929701.231285326)
"TX","72363503024","723635","03024","HUTCHINSON COUNTY AIRPORT","KBGD",35.695,-101.396,926.8,"48","233","48233","Hutchinson","Texas","South",c(-483753.910654358, 1418324.23804934)
"TX","72074399999","720743","99999","S PADRE ISLAND HELIPORT","KSPL",26.071,-97.157,3,"48","061","48061","Cameron","Texas","South",c(-116793.905259, 336240.222610049)
"TX","72259793985","722597","93985","MINERAL WELLS AIRPORT","KMWL",32.782,-98.06,287.1,"48","367","48367","Parker","Texas","South",c(-191822.507739304, 1081047.93978017)
"TX","72039699999","720396","99999","TP MCCAMPBELL","",27.913,-97.212,5.5,"48","409","48409","San Patricio","Texas","South",c(-119758.947346479, 539119.380912018)
"TX","72252312970","722523","12970","STINSON MINICIPAL AIRPORT","KSSF",29.339,-98.472,173.1,"48","029","48029","Bexar","Texas","South",c(-240137.693671413, 699201.489314176)
"TX","99999923907","999999","23907","AUSTIN 33 NW","",30.622,-98.085,414.8,"48","053","48053","Burnet","Texas","South",c(-199426.652453979, 840633.886337749)
"TX","72030553964","720305","53964","DECATUR MUNICIPAL AIRPORT","KLUD",33.254,-97.581,319.1,"48","497","48497","Wise","Texas","South",c(-146347.539470404, 1132863.6916599)
"TX","72039500130","720395","00130","PLEASANTON MUNICIPAL AIRPORT","KPEZ",28.95,-98.517,131.1,"48","013","48013","Atascosa","Texas","South",c(-245649.022470225, 656249.751831504)
"TX","72064700229","720647","00229","LAMPASAS AIRPORT","KLZZ",31.106,-98.196,370,"48","281","48281","Lampasas","Texas","South",c(-208798.46318645, 894668.233910963)
"TX","72248953911","722489","53911","TERRELL MUNICIPAL AIRPORT","KTRL",32.713,-96.269,143,"48","257","48257","Kaufman","Texas","South",c(-25072.3840412251, 1071306.79318671)
"TX","72039100127","720391","00127","BEEVILLE MUNICIPAL AIRPORT","KBEA",28.35,-97.717,82.3,"48","025","48025","Bee","Texas","South",c(-168781.760768334, 588153.361720231)
"TX","72031612984","720316","12984","NUECES COUNTY ARIPORT","KRBO",27.779,-97.691,24.1,"48","355","48355","Nueces","Texas","South",c(-167348.306529078, 525053.735660147)
"TX","72254312977","722543","12977","SUGAR LAND REGIONAL ARPT","KSGR",29.62,-95.657,23.5,"48","157","48157","Fort Bend","Texas","South",c(33211.3492198227, 727283.674526354)
"TX","72062699999","720626","99999","PAMPA M VISTA","KBPC",35.883,-101.033,845,"48","393","48393","Roberts","Texas","South",c(-450128.058093534, 1437558.40533367)
"TX","72232300362","722323","00362","GATESVILLE MUNICIPAL AIRPORT","KGOP",31.417,-97.8,276.2,"48","099","48099","Coryell","Texas","South",c(-170495.90299244, 928473.875114532)
"TX","72104800471","721048","00471","PRESIDIO LELY INTERNATIONAL AIRPORT","KPRS",29.634,-104.361,896.1,"48","377","48377","Presidio","Texas","South",c(-808384.31779157, 764359.71111742)
"TX","72241612971","722416","12971","NEW BRAUNFELS MUNICIPAL AP","KBAZ",29.709,-98.046,197.6,"48","187","48187","Guadalupe","Texas","South",c(-197878.854038503, 739222.83326523)
"TX","72264093035","722640","93035","MARFA MUNICIPAL AIRPORT","KMRF",30.371,-104.017,1478,"48","377","48377","Presidio","Texas","South",c(-768313.981558284, 842988.774214728)
"TX","72250612959","722506","12959","MC ALLEN MILLER INTL ARPT","KMFE",26.179,-98.245,30.1,"48","215","48215","Hidalgo","Texas","South",c(-226326.908258943, 350064.316141348)
"TX","72502199999","725021","99999","CLEVELAND MUNI","",30.356,-95.008,45.7,"48","291","48291","Liberty","Texas","South",c(95197.4279744378, 809393.018140498)
"TX","72220912986","722209","12986","CALHOUN COUNTY AIRPORT","KPKV",28.654,-96.681,9.1,"48","057","48057","Calhoun","Texas","South",c(-66704.7600437284, 620481.344212411)
"TX","72255012912","722550","12912","VICTORIA REGIONAL AIRPORT","KVCT",28.862,-96.93,33.7,"48","469","48469","Victoria","Texas","South",c(-90868.7202694459, 643700.863304353)
"TX","72062299999","720622","99999","BOWIE MUNI","",33.602,-97.776,335.6,"48","337","48337","Montague","Texas","South",c(-163669.79152741, 1172037.6436498)
"TX","72363023047","723630","23047","AMARILLO RICK HUSBAND INTL AIRPORT","KAMA",35.22,-101.717,1099.3,"48","375","48375","Potter","Texas","South",c(-515694.537390296, 1366934.52060151)
"TX","72244753903","722447","53903","HUNTSVILLE MUNICIPAL ARPT","KUTS",30.744,-95.587,105.4,"48","471","48471","Walker","Texas","South",c(39446.8591491617, 852090.370158877)
"TX","74739013961","747390","13961","FT WORTH MEACHAM INTL ARPT","KFTW",32.825,-97.364,213.6,"48","439","48439","Tarrant","Texas","South",c(-126949.304626, 1084677.31278033)
"TX","72255353928","722553","53928","BRENHAM MUNI","K11R",30.219,-96.374,93.9,"48","477","48477","Washington","Texas","South",c(-35951.3940528967, 793754.149899469)
"TX","72250812957","722508","12957","PORT ISABEL-CAMERON CO APT","KPIL",26.16,-97.338,5.1,"48","061","48061","Cameron","Texas","South",c(-134926.294422634, 346253.686929293)
"TX","72062600213","720626","00213","PAMPA MESA VISTA AIRPORT","KBPC",35.883,-101.033,845.2,"48","393","48393","Roberts","Texas","South",c(-450128.058093534, 1437558.40533367)
"TX","72246953912","722469","53912","CAMPBELL FLD-CORSICANA MU","KCRS",32.032,-96.399,135,"48","349","48349","Navarro","Texas","South",c(-37507.8594718121, 995425.798403198)
"TX","72250512904","722505","12904","VALLEY INTERNATIONAL ARPT","KHRL",26.23,-97.656,9.5,"48","061","48061","Cameron","Texas","South",c(-166857.053579406, 354447.416365716)
"TX","72253512909","722535","12909","LACKLAND AIR FORCE BASE (KELLY FIELD ANNEX)","KSKF",29.383,-98.583,210.3,"48","029","48029","Bexar","Texas","South",c(-250785.476682974, 704362.000153056)
"TX","72252012907","722520","12907","LAREDO INTERNATIONAL AIRPORT","KLRD",27.533,-99.467,150.6,"48","479","48479","Webb","Texas","South",c(-344040.435717038, 502701.873168763)
"TX","99999922016","999999","22016","PANTHER JUNCTION 2 N","",29.348,-103.209,1065,"48","043","48043","Brewster","Texas","South",c(-699636.348437939, 723624.447707407)
"TX","72236999999","722369","99999","INGLESIDE","KTFP",27.917,-97.2,5,"48","409","48409","San Patricio","Texas","South",c(-118567.702501472, 539545.90001315)
"TX","72254153914","722541","53914","MCKINNEY MUNICIPAL ARPT","KTKI",33.183,-96.59,173.4,"48","085","48085","Collin","Texas","South",c(-54665.576469726, 1123889.67639271)
"TX","72259303985","722593","03985","FORT WORTH SPINKS AIRPORT","KFWS",32.565,-97.308,213.4,"48","439","48439","Tarrant","Texas","South",c(-122136.815011023, 1055604.09888113)
"TX","72261022010","722610","22010","DEL RIO INTERNATIONAL AIRPORT","KDRT",29.378,-100.927,305.7,"48","465","48465","Val Verde","Texas","South",c(-478239.5759305, 712799.507785618)
"TX","72094300431","720943","00431","HARRISON COUNTY AIRPORT","KASL",32.521,-94.308,108.8,"48","203","48203","Harrison","Texas","South",c(158077.495865153, 1051263.88833912)
"TX","72241012917","722410","12917","SOUTHEAST TEXAS REGIONAL AIRPORT","KBPT",29.952,-94.026,3.8,"48","245","48245","Jefferson","Texas","South",c(190356.519359801, 766025.465885069)
"TX","72351399999","723513","99999","SHEPPARD AFB","KSHP",33.967,-98.483,310.6,"48","485","48485","Wichita","Texas","South",c(-227746.286746922, 1214263.9465952)
"TX","72256199999","722561","99999","TSTC WACO","KCNW",31.638,-97.074,143.3,"48","309","48309","McLennan","Texas","South",c(-101455.108647008, 952034.614290751)
"TX","72217423097","722174","23097","HALE COUNTY AIRPORT","KPVW",34.167,-101.717,1028.4,"48","189","48189","Hale","Texas","South",c(-522775.438181194, 1249371.33976013)
"TX","72040400134","720404","00134","KICKAPOO DOWNTOWN AIRPORT","KCWC",33.85,-98.483,304.2,"48","485","48485","Wichita","Texas","South",c(-228087.8461466, 1201194.23406344)
"TX","72030253963","720302","53963","CRKVIL-RED RIVER CO ARPT","KLBR",33.593,-95.064,134.1,"48","387","48387","Red River","Texas","South",c(86271.9312326542, 1169927.82064395)
"TX","72254753942","722547","53942","GEORGETOWN MUNICIPAL ARPT","KGTU",30.679,-97.679,239.9,"48","491","48491","Williamson","Texas","South",c(-160486.076723173, 846198.146718668)
"TX","99999900447","999999","00447","ATHENS MUNICIPAL AIRPORT","",32.164,-95.828,135.3,"48","213","48213","Henderson","Texas","South",c(16142.2172023775, 1010071.40574689)
"TX","72255293929","722552","93929","GAINESVILLE MUNICIPAL ARPT","KGLE",33.651,-97.197,255.7,"48","097","48097","Cooke","Texas","South",c(-110245.792432094, 1176676.02342982)
"TX","72247953907","722479","53907","ARLINGTON MUNICIPAL AIRPORT","KGKY",32.658,-97.095,179.7,"48","439","48439","Tarrant","Texas","South",c(-102129.01481201, 1065724.59990532)
"TX","72253912979","722539","12979","SAN MARCOS MUNICIPAL ARPT","KHYI",29.891,-97.864,182,"48","055","48055","Caldwell","Texas","South",c(-179883.155359672, 759044.504452881)
"TX","72258903991","722589","03991","DENTON MUNICIPAL AIRPORT","KDTO",33.209,-97.199,194.6,"48","121","48121","Denton","Texas","South",c(-111052.7172842, 1127323.05678322)
"TX","72366023007","723660","23007","CHILDRESS MUNICIPAL ARPT","KCDS",34.427,-100.284,593.9,"48","075","48075","Childress","Texas","South",c(-390532.408759601, 1271513.68639594)
"TX","72028753967","720287","53967","GRAYSON COUNTY AIRPORT","KGYI",33.714,-96.674,228.3,"48","181","48181","Grayson","Texas","South",c(-62027.7854634416, 1183239.50470763)
"TX","72223100357","722231","00357","HAMILTON MUNICIPAL AIRPORT","KMNZ",31.666,-98.149,396.2,"48","193","48193","Hamilton","Texas","South",c(-202921.206243698, 956873.50396623)
"TX","99999903047","999999","03047","MONAHANS 6 ENE","",31.622,-102.807,830.3,"48","475","48475","Ward","Texas","South",c(-642612.819144526, 972704.077554888)
"TX","72251512926","722515","12926","CORPUS CHRISTI NAS","KNGP",27.688,-97.292,4.7,"48","355","48355","Nueces","Texas","South",c(-128000.948076374, 514393.460682282)
"TX","99736999999","997369","99999","PORT ISABEL","",26.05,-97.22,10,"48","061","48061","Cameron","Texas","South",c(-123182.731710639, 334013.974089565)
"TX","72210703056","722107","03056","GAINES COUNTY AIRPORT","KGNC",32.675,-102.654,1010.4,"48","165","48165","Gaines","Texas","South",c(-619982.741146603, 1088746.1922028)
"TX","72253012921","722530","12921","SAN ANTONIO INTERNATIONAL AIRPORT","KSAT",29.544,-98.484,243.6,"48","029","48029","Bexar","Texas","South",c(-240709.35574198, 721944.009606942)
"TX","72104399999","721043","99999","ATHENS MUNI","KF44",32.164,-95.828,135.3,"48","213","48213","Henderson","Texas","South",c(16142.2172023775, 1010071.40574689)
"TX","72244453902","722444","53902","MONTGOMERY COUNTY AIRPORT","KCXO",30.361,-95.418,69.4,"48","339","48339","Montgomery","Texas","South",c(55848.9812732036, 809622.466879394)
"TX","72096513910","720965","13910","DYESS AIR FORCE BASE","KDYS",32.433,-99.85,545,"48","441","48441","Taylor","Texas","South",c(-360009.748406201, 1047337.1865988)
"TX","72031493983","720314","93983","PALESTINE MUNICIPAL ARPT","KPSN",31.78,-95.706,128.9,"48","001","48001","Anderson","Texas","South",c(27724.2542845167, 967317.274489718)
"TX","99999923906","999999","23906","PORT ARANSAS 32 NNE","",28.305,-96.823,4.6,"48","007","48007","Aransas","Texas","South",c(-80947.6773956526, 582005.640008831)
"TX","72253312962","722533","12962","HONDO MUNICIPAL AIRPORT","KHDO",29.36,-99.174,281,"48","325","48325","Medina","Texas","South",c(-308231.881612091, 703552.755852629)
"TX","72263793046","722637","93046","HEMPHILL COUNTY AIRPORT","KHHF",35.9,-100.4,730.3,"48","211","48211","Hemphill","Texas","South",c(-393470.758491976, 1436650.0822237)
"TX","72265023023","722650","23023","MIDLAND INTERNATIONAL AIRPORT","KMAF",31.948,-102.209,872.4,"48","329","48329","Midland","Texas","South",c(-583872.519115395, 1005068.55666562)
"TX","99818199999","998181","99999","CLEAR LAKE","",29.55,-95.067,10,"48","167","48167","Galveston","Texas","South",c(90413.6775467881, 719906.936783304)
"TX","72256013959","722560","13959","WACO REGIONAL AIRPORT","KACT",31.618,-97.228,151.9,"48","309","48309","McLennan","Texas","South",c(-116030.690749036, 949984.133903199)
"TX","72259513911","722595","13911","FORT WORTH NAVAL AIR STATION JRB/CARSWELL FIELD","KNFW",32.767,-97.45,185.3,"48","439","48439","Tarrant","Texas","South",c(-135051.564576284, 1078325.69684325)
"TX","72029553972","720295","53972","HILLSBORO MUNICIPAL ARPT","KINJ",32.084,-97.097,208.8,"48","217","48217","Hill","Texas","South",c(-103054.240673168, 1001736.20088641)
"TX","72103400351","721034","00351","CAMERON MUNICIPAL AIRPORT","KT35",30.879,-96.971,123.1,"48","331","48331","Milam","Texas","South",c(-92588.444065155, 867484.957606372)
"TX","72252099999","722520","99999","LAREDO INTL AIRPORT","KLRD",27.55,-99.467,155,"48","479","48479","Webb","Texas","South",c(-343972.051373466, 504575.510203466)
"TX","A0000812978","A00008","12978","FAYETTE RGNL AIR CNTR ARP","K3T5",29.908,-96.95,98.8,"48","149","48149","Fayette","Texas","South",c(-91664.1444442194, 759624.568851414)
"TX","72057799999","720577","99999","HENDERSON/RUSK COUNTY AIRPORT","KRFI",32.15,-94.85,134.7,"48","401","48401","Rusk","Texas","South",c(107943.920485483, 1009149.63814245)
"TX","72220212985","722202","12985","GARNER FIELD AIRPORT","KUVA",29.211,-99.744,287.1,"48","463","48463","Uvalde","Texas","South",c(-364209.140894732, 689072.902597045)
"TX","72209453984","722094","53984","GRAND PRAIRIE MUNICIPAL AIRPORT","KGPM",32.699,-97.047,179.5,"48","439","48439","Tarrant","Texas","South",c(-97601.9269099308, 1070247.25205067)
"TX","72236293937","722362","93937","SULPHUR SPRINGS MUNICIPAL AIRPORT","KSLR",33.167,-95.617,149.1,"48","223","48223","Hopkins","Texas","South",c(35493.6281243963, 1122005.40417201)
"TX","72252412972","722524","12972","ARANSAS COUNTY AIRPORT","KRKP",28.084,-97.047,7.5,"48","007","48007","Aransas","Texas","South",c(-103247.811438862, 557807.170158685)
"TX","74735553997","747355","53997","COMANCHE COUNTY-CITY AIRPORT","KMKN",31.917,-98.6,423.1,"48","093","48093","Comanche","Texas","South",c(-244732.837322449, 985882.559834606)
"TX","72351013966","723510","13966","SHEPPARD AFB/WICHITA FALLS MUNI AP","KSPS",33.979,-98.493,308.6,"48","485","48485","Wichita","Texas","South",c(-228628.123308708, 1215628.55072716)
"TX","72242953910","722429","53910","HOOKS MEMORIAL AIRPT","KDWH",30.068,-95.556,46.8,"48","201","48201","Harris","Texas","South",c(42758.5323462424, 777021.247894666)
"TX","72040399999","720403","99999","KICKAPOO DOWNTOWN AIRPARK","KT47",33.858,-98.49,304.2,"48","485","48485","Wichita","Texas","South",c(-228707.299037737, 1202104.64896218)
"TX","72258793955","722587","93955","COX FIELD AIRPORT","KPRX",33.633,-95.45,166.7,"48","277","48277","Lamar","Texas","South",c(50668.6548532569, 1174117.62989308)
"TX","74740013973","747400","13973","KIMBLE COUNTY AIRPORT","KJCT",30.51,-99.766,521.5,"48","267","48267","Kimble","Texas","South",c(-360639.032187641, 833148.674005702)
"TX","99999912907","999999","12907","LAREDO AFB","KLRD",27.533,-99.467,154.8,"48","479","48479","Webb","Texas","South",c(-344040.435717038, 502701.873168763)
"TX","72254203999","722542","03999","BURNET MUNICIPAL CRADOCK FIELD AIRPORT","KBMQ",30.741,-98.235,386.2,"48","053","48053","Burnet","Texas","South",c(-213460.336917743, 854181.413197137)
"TX","72026153976","720261","53976","BRIDGEPORT MUNICIPAL ARPT","KXBP",33.175,-97.828,259.4,"48","497","48497","Wise","Texas","South",c(-169378.454402543, 1124456.00742898)
"TX","72028153969","720281","53969","WILBARGER CO","KF05",34.226,-99.284,385.6,"48","487","48487","Wilbarger","Texas","South",c(-300189.943364207, 1245424.64957282)
"TX","72244813972","722448","13972","TYLER POUNDS REGIONAL ARPT","KTYR",32.359,-95.404,159.5,"48","423","48423","Smith","Texas","South",c(55798.0045175204, 1031968.19660434)
"TX","72039599999","720395","99999","PLEASANTON MUNI","KPEZ",28.954,-98.52,131.1,"48","013","48013","Atascosa","Texas","South",c(-245930.00165445, 656700.145030973)
"TX","72233812994","722338","12994","JIM HOGG COUNTY AIRPORT","KHBV",27.349,-98.737,202.1,"48","247","48247","Jim Hogg","Texas","South",c(-272207.326099792, 480058.492466028)
"TX","72259453909","722594","53909","FORT WORTH ALLIANCE ARPT","KAFW",32.994,-97.32,215.6,"48","121","48121","Denton","Texas","South",c(-122592.504835878, 1103475.78670661)
"TX","72200812995","722008","12995","MUSTANG BEACH AIRPORT","KRAS",27.812,-97.089,1.5,"48","355","48355","Nueces","Texas","South",c(-107733.508445687, 527824.121741201)
"TX","72058499999","720584","99999","ZAPATA","KAPY",26.967,-99.25,129,"48","505","48505","Zapata","Texas","South",c(-324648.166644761, 439606.068188857)
"TX","72077100276","720771","00276","COLEMAN MUNICIPAL AIRPORT","KCOM",31.841,-99.404,517.3,"48","083","48083","Coleman","Texas","South",c(-320686.394673015, 979812.547555883)
"TX","72212203050","722122","03050","WINSTON FIELD AIRPORT","KSNK",32.693,-100.951,740.7,"48","415","48415","Scurry","Texas","South",c(-461370.429368354, 1081061.16319758)
"TX","74746003904","747460","03904","EASTERWOOD FIELD AIRPORT","KCLL",30.591,-96.363,96,"48","041","48041","Brazos","Texas","South",c(-34736.1823876, 835067.808399186)
"TX","72262023055","722620","23055","GUADALUPE PASS AMOS","KGDP",31.833,-104.809,1655,"48","109","48109","Culberson","Texas","South",c(-828956.189818506, 1011624.63767769)
"TX","72259803970","722598","03970","ADDISON AIRPORT","KADS",32.969,-96.836,196.3,"48","113","48113","Dallas","Texas","South",c(-77667.9577872533, 1100176.02423283)
"TX","A0573500209","A05735","00209","BOWIE MUNICIPAL AIRPORT","K0F2",33.6,-97.783,336.2,"48","337","48337","Montague","Texas","South",c(-164319.002008793, 1171826.36379172)
"TX","99736299999","997362","99999","FREEPORT","",28.95,-95.3,0,"48","039","48039","Brazoria","Texas","South",c(68324.5395519074, 653248.130602928)
"TX","72216903058","722169","03058","PECOS MUNICIPAL AIRPORT","KPEQ",31.383,-103.511,796.4,"48","389","48389","Reeves","Texas","South",c(-711042.320555426, 951188.577012774)
"TX","72039399999","720393","99999","HEREFORD MUNI","KHRX",34.858,-102.326,1153.7,"48","117","48117","Deaf Smith","Texas","South",c(-573245.55316766, 1330000.63946033)
"TX","72257793984","722577","93984","DRAUGHON-MILLER CNTRL TX RGNL ARPT","KTPL",31.15,-97.417,207.9,"48","027","48027","Bell","Texas","South",c(-134664.178696624, 898154.066515981)
"TX","72259903971","722599","03971","DALLAS EXECUTIVE AIRPORT","KRBD",32.678,-96.868,200.4,"48","113","48113","Dallas","Texas","South",c(-80937.3537316844, 1067736.72369554)
"TX","72057800176","720578","00176","STEPHENS COUNTY AIRPORT","KBKD",32.717,-98.892,391.1,"48","429","48429","Stephens","Texas","South",c(-269496.610901707, 1075818.42366796)
"TX","72446299999","724462","99999","HOUSTON CO","KDKR",31.307,-95.404,106.1,"48","225","48225","Houston","Texas","South",c(56532.8657297406, 914794.879393353)
"TX","72029953966","720299","53966","MID-WAY REGIONAL AIRPORT","KJWY",32.456,-96.913,228.3,"48","139","48139","Ellis","Texas","South",c(-85371.1462831305, 1043018.46959862)
"TX","72039300129","720393","00129","HEREFORD MUNICIPAL AIRPORT","KHRX",34.85,-102.333,1153.1,"48","117","48117","Deaf Smith","Texas","South",c(-573938.531335543, 1329149.92332832)
"TX","99479099999","994790","99999","MATAGORDA BAY; PORT O'CONNOR","",28.45,-96.4,9,"48","057","48057","Calhoun","Texas","South",c(-39275.6493388051, 597765.498900358)
"TX","72266693943","722666","93943","BROWNWOOD REGIONAL AIRPORT","KBWD",31.8,-98.95,419.7,"48","049","48049","Brown","Texas","South",c(-278072.179062955, 973818.188375614)
"TX","72236323098","722363","23098","EDWARDS COUNTY AIRPORT","KECU",29.947,-100.173,723,"48","137","48137","Edwards","Texas","South",c(-402334.186827525, 772328.448963978)
"TX","72058400181","720584","00181","ZAPATA COUNTY AIRPORT","KAPY",26.967,-99.25,129.2,"48","505","48505","Zapata","Texas","South",c(-324648.166644761, 439606.068188857)
"TX","72257003933","722570","03933","HOOD AAF AIRPORT","KHLR",31.133,-97.717,281.6,"48","027","48027","Bell","Texas","South",c(-163205.924029433, 896733.414251082)
"TX","72029653945","720296","53945","JASPER COUNTY-BELL FLD APT","KJAS",30.886,-94.035,64.9,"48","241","48241","Jasper","Texas","South",c(187343.841100854, 869727.133822457)
"TX","A0001953969","A00019","53969","WILBARGER COUNTY AIRPORT","KF05",34.226,-99.284,385.6,"48","487","48487","Wilbarger","Texas","South",c(-300189.943364207, 1245424.64957282)
"TX","72236900365","722369","00365","T P MC CAMPBELL AIRPORT","KTFP",27.917,-97.2,5.2,"48","409","48409","San Patricio","Texas","South",c(-118567.702501472, 539545.90001315)
"TX","72026912982","720269","12982","BROOKS COUNTY AIRPORT","KBKS",27.207,-98.121,34.1,"48","047","48047","Brooks","Texas","South",c(-211304.161273961, 462847.269324642)
"TX","72215912980","722159","12980","MID VALLEY AIRPORT","KT65",26.178,-97.973,21.3,"48","215","48215","Hidalgo","Texas","South",c(-198912.05540854, 349345.944048758)
"TX","72257503972","722575","03972","KILLEEN MUNICIPAL AIRPORT","KILE",31.083,-97.683,256.3,"48","027","48027","Bell","Texas","South",c(-160072.953130188, 891114.889664819)
"TX","72232403071","722324","03071","MIDLAND AIRPARK","KMDD",32.036,-102.101,854.4,"48","329","48329","Midland","Texas","South",c(-573101.64550134, 1014195.24629348)
"TX","72219223033","722192","23033","AVENGER FIELD AIRPORT","KSWW",32.473,-100.466,725.4,"48","353","48353","Nolan","Texas","South",c(-417362.300303128, 1054312.58655461)
"TX","72028653977","720286","53977","GRANBURY MUNICIPAL ARPT","KGDJ",32.444,-97.817,237.1,"48","221","48221","Hood","Texas","South",c(-169918.580544017, 1042894.76719698)
"TX","72073399999","720733","99999","BOERNE STAGE FLD","",29.724,-98.695,422.1,"48","029","48029","Bexar","Texas","South",c(-260584.909249638, 742451.30007735)
"TX","72257603902","722576","03902","ROBERT GRAY AFF AIRPORT","KGRK",31.067,-97.833,309.4,"48","027","48027","Bell","Texas","South",c(-174372.330504119, 889599.546813954)
"TX","72258813926","722588","13926","MAJORS AIRPORT","KGVT",33.068,-96.065,163.1,"48","231","48231","Hunt","Texas","South",c(-6031.29689590087, 1110885.37983668)
"TX","74735099999","747350","99999","JAYTON  TX.","",33.017,-100.983,707,"48","263","48263","Kent","Texas","South",c(-462455.017958983, 1117318.27713534)
"TX","A0000253928","A00002","53928","BRENHAM MUNICIPAL AIRPORT","K11R",30.219,-96.374,93.9,"48","477","48477","Washington","Texas","South",c(-35951.3940528967, 793754.149899469)
"TX","72259003927","722590","03927","DALLAS/FT WORTH INTERNATIONAL AP","KDFW",32.897,-97.022,165.7,"48","113","48113","Dallas","Texas","South",c(-95033.9465019303, 1092310.88825081)
"TX","99848799999","998487","99999","PORT LAVACA","",28.64,-96.595,10,"48","057","48057","Calhoun","Texas","South",c(-58290.7713058325, 618876.2444055)
"TX","72031153962","720311","53962","MOUNT PLEASANT RGNL ARPT","KOSA",33.096,-94.961,110.6,"48","449","48449","Titus","Texas","South",c(96371.8803568494, 1114535.38635933)
"TX","99999903072","999999","03072","BRONTE 11 NNE","",32.041,-100.25,608.7,"48","081","48081","Coke","Texas","South",c(-399342.98793602, 1005280.92794652)
"TX","99999912987","999999","12987","EDINBURG 17 NNE","",26.526,-98.063,19.5,"48","215","48215","Hidalgo","Texas","South",c(-207153.980132322, 387776.966042328)
"TX","72027103044","720271","03044","BIG SRNG MCMHN-WRKLE ARPT","KBPG",32.213,-101.521,784.3,"48","227","48227","Howard","Texas","South",c(-517538.171354914, 1030555.63573234)
"TX","72027612983","720276","12983","EDINBURG INTL AIRPORT","KEBG",26.442,-98.129,24.4,"48","215","48215","Hidalgo","Texas","South",c(-213987.099098126, 378689.640275643)
"UT","99999953167","999999","53167","MIDWAY 3 NE","",40.547,-111.414,1752,"49","051","49051","Wasatch","Utah","Southwest",c(-1288765.70808573, 2053003.97465937)
